# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "4" "-a" "/home/sxy/rnaseq_project/reference/ecoli.gtf" "-o" "/home/sxy/rnaseq_project/results/counts/Ecoli_counts_CDS.txt" "-g" "transcript_id" "-t" "CDS" "-p" "/home/sxy/rnaseq_project/results/aligned/Ecoli_Aligned.sortedByCoord.out.bam" 						
Geneid	Chr	Start	End	Strand	Length	/home/sxy/rnaseq_project/results/aligned/Ecoli_Aligned.sortedByCoord.out.bam
gene-FAZ85_RS03585	NZ_SSTT01000003.1	56067	56777	-	711	987
gene-FAZ85_RS03590	NZ_SSTT01000003.1	56802	57698	-	897	1239
gene-FAZ85_RS03595	NZ_SSTT01000003.1	57810	58331	+	522	879
gene-FAZ85_RS03600	NZ_SSTT01000003.1	58371	58778	-	408	569
gene-FAZ85_RS03605	NZ_SSTT01000003.1	58759	59025	-	267	350
gene-FAZ85_RS03610	NZ_SSTT01000003.1	59268	60248	+	981	1132
gene-FAZ85_RS03615	NZ_SSTT01000003.1	60325	60984	-	660	875
gene-FAZ85_RS03620	NZ_SSTT01000003.1	61148	61459	-	312	533
gene-FAZ85_RS03625	NZ_SSTT01000003.1	61504	62937	+	1434	1886
gene-FAZ85_RS03630	NZ_SSTT01000003.1	62994	63737	-	744	772
gene-FAZ85_RS03635	NZ_SSTT01000003.1	64003	66876	-	2874	2598
gene-FAZ85_RS03640	NZ_SSTT01000003.1	66994	67383	-	390	533
gene-FAZ85_RS03645	NZ_SSTT01000003.1	67407	68501	-	1095	1343
gene-FAZ85_RS03650	NZ_SSTT01000003.1	68792	68875	+	84	175
gene-FAZ85_RS03655	NZ_SSTT01000003.1	68949	70151	-	1203	1420
gene-FAZ85_RS03660	NZ_SSTT01000003.1	70174	71352	-	1179	736
gene-FAZ85_RS03665	NZ_SSTT01000003.1	71349	72674	-	1326	1332
gene-FAZ85_RS03670	NZ_SSTT01000003.1	72700	73278	-	579	805
gene-FAZ85_RS03675	NZ_SSTT01000003.1	73446	73775	+	330	562
gene-FAZ85_RS03685	NZ_SSTT01000003.1	74021	74623	+	603	989
gene-FAZ85_RS03690	NZ_SSTT01000003.1	74724	74783	-	60	63
gene-FAZ85_RS03695	NZ_SSTT01000003.1	75116	75175	-	60	59
gene-FAZ85_RS03700	NZ_SSTT01000003.1	75404	76636	-	1233	1511
gene-FAZ85_RS03705	NZ_SSTT01000003.1	76892	77551	-	660	925
gene-FAZ85_RS03710	NZ_SSTT01000003.1	77607	77837	-	231	276
gene-FAZ85_RS03715	NZ_SSTT01000003.1	77979	78872	+	894	1084
gene-FAZ85_RS03720	NZ_SSTT01000003.1	79076	81220	+	2145	2214
gene-FAZ85_RS03725	NZ_SSTT01000003.1	81213	82208	+	996	996
gene-FAZ85_RS03730	NZ_SSTT01000003.1	82219	83004	+	786	1073
gene-FAZ85_RS03735	NZ_SSTT01000003.1	83028	84506	+	1479	1475
gene-FAZ85_RS03740	NZ_SSTT01000003.1	84503	85399	-	897	1422
gene-FAZ85_RS03745	NZ_SSTT01000003.1	85566	86306	-	741	927
gene-FAZ85_RS03750	NZ_SSTT01000003.1	86399	87034	-	636	859
gene-FAZ85_RS03755	NZ_SSTT01000003.1	87173	88033	-	861	1274
gene-FAZ85_RS03760	NZ_SSTT01000003.1	88391	89470	-	1080	1655
gene-FAZ85_RS03765	NZ_SSTT01000003.1	89685	90848	-	1164	1706
gene-FAZ85_RS03770	NZ_SSTT01000003.1	90898	91917	-	1020	1328
gene-FAZ85_RS03775	NZ_SSTT01000003.1	92289	92720	+	432	0
gene-FAZ85_RS03780	NZ_SSTT01000003.1	92743	93321	+	579	0
gene-FAZ85_RS03785	NZ_SSTT01000003.1	93322	94029	+	708	0
gene-FAZ85_RS03790	NZ_SSTT01000003.1	94017	94694	+	678	1
gene-FAZ85_RS03795	NZ_SSTT01000003.1	94688	95365	+	678	0
gene-FAZ85_RS03800	NZ_SSTT01000003.1	95337	96050	-	714	414
gene-FAZ85_RS03805	NZ_SSTT01000003.1	96047	96556	-	510	615
gene-FAZ85_RS03810	NZ_SSTT01000003.1	96578	97543	-	966	780
gene-FAZ85_RS03815	NZ_SSTT01000003.1	97540	98817	-	1278	1312
gene-FAZ85_RS03820	NZ_SSTT01000003.1	98832	100230	-	1399	2088
gene-FAZ85_RS03825	NZ_SSTT01000003.1	100258	100701	-	444	881
gene-FAZ85_RS03830	NZ_SSTT01000003.1	101015	103006	-	1992	2216
gene-FAZ85_RS03835	NZ_SSTT01000003.1	103284	104042	+	759	1013
gene-FAZ85_RS03840	NZ_SSTT01000003.1	104248	105168	-	921	1064
gene-FAZ85_RS03845	NZ_SSTT01000003.1	105304	106035	-	732	0
gene-FAZ85_RS03850	NZ_SSTT01000003.1	106181	108157	-	1977	1900
gene-FAZ85_RS03855	NZ_SSTT01000003.1	108166	108297	-	132	174
gene-FAZ85_RS26285	NZ_SSTT01000003.1	108391	108534	-	144	290
gene-FAZ85_RS26290	NZ_SSTT01000003.1	108645	108896	-	252	501
gene-FAZ85_RS03860	NZ_SSTT01000003.1	108952	110106	+	1155	1704
gene-FAZ85_RS03865	NZ_SSTT01000003.1	110542	111936	+	1395	1694
gene-FAZ85_RS03870	NZ_SSTT01000003.1	112013	112510	+	498	638
gene-FAZ85_RS03875	NZ_SSTT01000003.1	112605	113312	+	708	808
gene-FAZ85_RS03880	NZ_SSTT01000003.1	113392	114123	+	732	883
gene-FAZ85_RS03885	NZ_SSTT01000003.1	114136	115086	+	951	1108
gene-FAZ85_RS03890	NZ_SSTT01000003.1	115195	115758	+	564	726
gene-FAZ85_RS03895	NZ_SSTT01000003.1	115758	116174	+	417	386
gene-FAZ85_RS03900	NZ_SSTT01000003.1	116337	117317	-	981	700
gene-FAZ85_RS03905	NZ_SSTT01000003.1	117335	118039	+	705	765
gene-FAZ85_RS03910	NZ_SSTT01000003.1	118057	118623	+	567	737
gene-FAZ85_RS03915	NZ_SSTT01000003.1	118620	118910	+	291	304
gene-FAZ85_RS03920	NZ_SSTT01000003.1	118918	119511	+	594	560
gene-FAZ85_RS03925	NZ_SSTT01000003.1	119504	120640	+	1137	1196
gene-FAZ85_RS03930	NZ_SSTT01000003.1	120795	121802	-	1008	1636
gene-FAZ85_RS03935	NZ_SSTT01000003.1	121919	122965	-	1047	1453
gene-FAZ85_RS03940	NZ_SSTT01000003.1	123141	123860	-	720	1127
gene-FAZ85_RS03945	NZ_SSTT01000003.1	124044	124370	-	327	485
gene-FAZ85_RS03950	NZ_SSTT01000003.1	124370	125089	-	720	786
gene-FAZ85_RS03955	NZ_SSTT01000003.1	125250	126302	+	1053	1062
gene-FAZ85_RS03960	NZ_SSTT01000003.1	126330	126605	+	276	485
gene-FAZ85_RS03965	NZ_SSTT01000003.1	126670	127749	+	1080	1646
gene-FAZ85_RS03970	NZ_SSTT01000003.1	127951	129207	+	1257	1858
gene-FAZ85_RS03975	NZ_SSTT01000003.1	129257	131392	-	2136	2567
gene-FAZ85_RS25790	NZ_SSTT01000003.1	131554	131637	-	84	138
gene-FAZ85_RS03980	NZ_SSTT01000003.1	131790	132497	+	708	1043
gene-FAZ85_RS03990	NZ_SSTT01000003.1	132827	133363	-	537	642
gene-FAZ85_RS03995	NZ_SSTT01000003.1	133365	134543	-	1179	560
gene-FAZ85_RS04000	NZ_SSTT01000003.1	134540	135517	-	978	0
gene-FAZ85_RS04005	NZ_SSTT01000003.1	135520	135723	-	204	0
gene-FAZ85_RS04010	NZ_SSTT01000003.1	135723	136268	-	546	404
gene-FAZ85_RS04015	NZ_SSTT01000003.1	136754	138436	-	1683	2086
gene-FAZ85_RS04020	NZ_SSTT01000003.1	138792	140963	-	2172	2552
gene-FAZ85_RS04025	NZ_SSTT01000003.1	140985	141389	-	405	368
gene-FAZ85_RS04030	NZ_SSTT01000003.1	141394	142617	-	1224	1068
gene-FAZ85_RS04035	NZ_SSTT01000003.1	142628	143680	-	1053	686
gene-FAZ85_RS04040	NZ_SSTT01000003.1	143680	145179	-	1500	1370
gene-FAZ85_RS04045	NZ_SSTT01000003.1	145430	146194	+	765	857
gene-FAZ85_RS04050	NZ_SSTT01000003.1	146201	147343	-	1143	1037
gene-FAZ85_RS04055	NZ_SSTT01000003.1	147747	149435	+	1689	0
gene-FAZ85_RS04060	NZ_SSTT01000003.1	149432	150346	+	915	0
gene-FAZ85_RS04065	NZ_SSTT01000003.1	150378	150626	+	249	0
gene-FAZ85_RS04070	NZ_SSTT01000003.1	150626	151798	+	1173	1
gene-FAZ85_RS04075	NZ_SSTT01000003.1	151834	152913	-	1080	0
gene-FAZ85_RS04080	NZ_SSTT01000003.1	152910	153980	-	1071	1
gene-FAZ85_RS04085	NZ_SSTT01000003.1	154011	154571	-	561	0
gene-FAZ85_RS04090	NZ_SSTT01000003.1	154583	155407	-	825	0
gene-FAZ85_RS04095	NZ_SSTT01000003.1	155407	156756	-	1350	989
gene-FAZ85_RS04100	NZ_SSTT01000003.1	156802	157560	-	759	875
gene-FAZ85_RS04105	NZ_SSTT01000003.1	157592	158305	-	714	1050
gene-FAZ85_RS04110	NZ_SSTT01000003.1	158479	159171	+	693	1151
gene-FAZ85_RS04115	NZ_SSTT01000003.1	159220	160719	-	1500	2031
gene-FAZ85_RS04120	NZ_SSTT01000003.1	161011	162870	-	1860	2670
gene-FAZ85_RS04125	NZ_SSTT01000003.1	163075	163941	+	867	1072
gene-FAZ85_RS04130	NZ_SSTT01000003.1	164064	164312	-	249	322
gene-FAZ85_RS04135	NZ_SSTT01000003.1	164325	164666	-	342	297
gene-FAZ85_RS04140	NZ_SSTT01000003.1	164659	165147	-	489	524
gene-FAZ85_RS04145	NZ_SSTT01000003.1	165140	165634	-	495	525
gene-FAZ85_RS04150	NZ_SSTT01000003.1	165634	167337	-	1704	1921
gene-FAZ85_RS04155	NZ_SSTT01000003.1	167334	168512	-	1179	1273
gene-FAZ85_RS04160	NZ_SSTT01000003.1	168502	169488	-	987	879
gene-FAZ85_RS04165	NZ_SSTT01000003.1	169491	170609	-	1119	1203
gene-FAZ85_RS04170	NZ_SSTT01000003.1	170798	171085	-	288	478
gene-FAZ85_RS04175	NZ_SSTT01000003.1	171204	172091	-	888	1229
gene-FAZ85_RS04180	NZ_SSTT01000003.1	172248	173288	+	1041	1466
gene-FAZ85_RS04185	NZ_SSTT01000003.1	173328	173822	-	495	977
gene-FAZ85_RS04190	NZ_SSTT01000003.1	174013	174897	+	885	1168
gene-FAZ85_RS04195	NZ_SSTT01000003.1	175169	175594	-	426	456
gene-FAZ85_RS04200	NZ_SSTT01000003.1	175601	176335	-	735	945
gene-FAZ85_RS04205	NZ_SSTT01000003.1	176587	177774	+	1188	1532
gene-FAZ85_RS04210	NZ_SSTT01000003.1	177914	178573	+	660	829
gene-FAZ85_RS04215	NZ_SSTT01000003.1	178613	179512	-	900	1142
gene-FAZ85_RS04220	NZ_SSTT01000003.1	179706	180869	+	1164	1141
gene-FAZ85_RS04225	NZ_SSTT01000003.1	180974	181801	+	828	1300
gene-FAZ85_RS04230	NZ_SSTT01000003.1	182001	182927	+	927	1444
gene-FAZ85_RS04235	NZ_SSTT01000003.1	182978	183235	+	258	371
gene-FAZ85_RS04240	NZ_SSTT01000003.1	183278	185497	-	2220	2331
gene-FAZ85_RS04245	NZ_SSTT01000003.1	185608	187020	-	1413	1404
gene-FAZ85_RS04250	NZ_SSTT01000003.1	187095	187832	-	738	956
gene-FAZ85_RS04255	NZ_SSTT01000003.1	188066	190324	-	2259	2168
gene-FAZ85_RS04260	NZ_SSTT01000003.1	190462	192069	-	1608	2103
gene-FAZ85_RS04265	NZ_SSTT01000003.1	192202	192597	-	396	808
gene-FAZ85_RS04270	NZ_SSTT01000003.1	192599	192895	-	297	646
gene-FAZ85_RS04275	NZ_SSTT01000003.1	193100	193582	-	483	712
gene-FAZ85_RS04280	NZ_SSTT01000003.1	193635	194027	-	393	633
gene-FAZ85_RS04285	NZ_SSTT01000003.1	194179	194838	+	660	1069
gene-FAZ85_RS04290	NZ_SSTT01000003.1	194835	196184	+	1350	1515
gene-FAZ85_RS04295	NZ_SSTT01000003.1	196230	196562	-	333	496
gene-FAZ85_RS25990	NZ_SSTT01000003.1	196569	197279	-	711	0
gene-FAZ85_RS25995	NZ_SSTT01000003.1	197282	197761	-	480	0
gene-FAZ85_RS04305	NZ_SSTT01000003.1	198011	198592	+	582	776
gene-FAZ85_RS04310	NZ_SSTT01000003.1	198623	198937	+	315	541
gene-FAZ85_RS04315	NZ_SSTT01000003.1	198985	200877	-	1893	2042
gene-FAZ85_RS04320	NZ_SSTT01000003.1	200906	201487	-	582	583
gene-FAZ85_RS04325	NZ_SSTT01000003.1	201487	202314	-	828	866
gene-FAZ85_RS04330	NZ_SSTT01000003.1	202339	202761	-	423	548
gene-FAZ85_RS04335	NZ_SSTT01000003.1	202762	203391	-	630	912
gene-FAZ85_RS04340	NZ_SSTT01000003.1	203596	205077	+	1482	1944
gene-FAZ85_RS04345	NZ_SSTT01000003.1	205225	205896	+	672	637
gene-FAZ85_RS04350	NZ_SSTT01000003.1	205902	207062	+	1161	1716
gene-FAZ85_RS04355	NZ_SSTT01000003.1	207100	207888	-	789	1031
gene-FAZ85_RS04360	NZ_SSTT01000003.1	208031	208804	+	774	1097
gene-FAZ85_RS25550	NZ_SSTT01000003.1	208862	209032	-	171	293
gene-FAZ85_RS04365	NZ_SSTT01000003.1	209294	209947	-	654	955
gene-FAZ85_RS04370	NZ_SSTT01000003.1	210321	210611	+	291	599
gene-FAZ85_RS04375	NZ_SSTT01000003.1	210895	211446	+	552	801
gene-FAZ85_RS04380	NZ_SSTT01000003.1	211506	214004	+	2499	4413
gene-FAZ85_RS04385	NZ_SSTT01000003.1	214026	214775	+	750	1157
gene-FAZ85_RS04390	NZ_SSTT01000003.1	214777	215841	+	1065	1364
gene-FAZ85_RS04395	NZ_SSTT01000003.1	215884	216084	-	201	513
gene-FAZ85_RS04400	NZ_SSTT01000003.1	216353	216982	+	630	1424
gene-FAZ85_RS04405	NZ_SSTT01000003.1	217009	218669	+	1661	2591
gene-FAZ85_RS04410	NZ_SSTT01000003.1	218909	218968	+	60	137
gene-FAZ85_RS04415	NZ_SSTT01000003.1	219284	219343	+	60	122
gene-FAZ85_RS04420	NZ_SSTT01000003.1	219463	220896	-	1434	1537
gene-FAZ85_RS04425	NZ_SSTT01000003.1	220944	223784	-	2841	2416
gene-FAZ85_RS04430	NZ_SSTT01000003.1	223807	225108	-	1302	1114
gene-FAZ85_RS04435	NZ_SSTT01000003.1	225350	225970	+	621	922
gene-FAZ85_RS04440	NZ_SSTT01000003.1	226034	227272	+	1239	1296
gene-FAZ85_RS04445	NZ_SSTT01000003.1	227453	228274	-	822	945
gene-FAZ85_RS04450	NZ_SSTT01000003.1	228365	228733	-	369	479
gene-FAZ85_RS04455	NZ_SSTT01000003.1	228838	229455	+	618	820
gene-FAZ85_RS04460	NZ_SSTT01000003.1	229468	230400	-	933	1513
gene-FAZ85_RS04465	NZ_SSTT01000003.1	230607	231518	+	912	936
gene-FAZ85_RS04470	NZ_SSTT01000003.1	231515	232120	+	606	539
gene-FAZ85_RS04475	NZ_SSTT01000003.1	232168	233631	+	1464	1399
gene-FAZ85_RS04480	NZ_SSTT01000003.1	233674	234687	-	1014	804
gene-FAZ85_RS04485	NZ_SSTT01000003.1	234925	235140	+	216	363
gene-FAZ85_RS04490	NZ_SSTT01000003.1	235251	236996	+	1746	2109
gene-FAZ85_RS04495	NZ_SSTT01000003.1	237191	239032	+	1842	2274
gene-FAZ85_RS04500	NZ_SSTT01000003.1	239111	239617	-	507	680
gene-FAZ85_RS04510	NZ_SSTT01000003.1	239870	240634	-	765	682
gene-FAZ85_RS04515	NZ_SSTT01000003.1	240922	241545	+	624	639
gene-FAZ85_RS04520	NZ_SSTT01000003.1	241699	243219	-	1521	1517
gene-FAZ85_RS04525	NZ_SSTT01000003.1	243637	245016	+	1380	1226
gene-FAZ85_RS04530	NZ_SSTT01000003.1	245058	245390	-	333	467
gene-FAZ85_RS04535	NZ_SSTT01000003.1	245609	246592	+	984	1317
gene-FAZ85_RS04540	NZ_SSTT01000003.1	246776	249868	+	3093	3294
gene-FAZ85_RS04545	NZ_SSTT01000003.1	249865	250314	+	450	713
gene-FAZ85_RS04550	NZ_SSTT01000003.1	250377	251810	+	1434	2041
gene-FAZ85_RS04555	NZ_SSTT01000003.1	251944	253014	+	1071	1564
gene-FAZ85_RS04560	NZ_SSTT01000003.1	253031	255382	+	2352	2421
gene-FAZ85_RS04565	NZ_SSTT01000003.1	255808	257826	+	2019	1391
gene-FAZ85_RS04570	NZ_SSTT01000003.1	257944	259080	-	1137	818
gene-FAZ85_RS04575	NZ_SSTT01000003.1	259165	259668	+	504	655
gene-FAZ85_RS04580	NZ_SSTT01000003.1	259745	260428	+	684	886
gene-FAZ85_RS04585	NZ_SSTT01000003.1	260507	261493	+	987	1158
gene-FAZ85_RS04590	NZ_SSTT01000003.1	261776	262741	+	966	1393
gene-FAZ85_RS04595	NZ_SSTT01000003.1	263140	264384	+	1245	1586
gene-FAZ85_RS04600	NZ_SSTT01000003.1	264389	264940	-	552	645
gene-FAZ85_RS04605	NZ_SSTT01000003.1	265022	266509	-	1488	1571
gene-FAZ85_RS04610	NZ_SSTT01000003.1	266524	267936	-	1413	1531
gene-FAZ85_RS04615	NZ_SSTT01000003.1	268419	269717	+	1299	1524
gene-FAZ85_RS04620	NZ_SSTT01000003.1	269805	270893	-	1089	0
gene-FAZ85_RS04625	NZ_SSTT01000003.1	270890	273574	-	2685	3
gene-FAZ85_RS04630	NZ_SSTT01000003.1	273666	274166	-	501	0
gene-FAZ85_RS04635	NZ_SSTT01000003.1	274196	274912	-	717	0
gene-FAZ85_RS04640	NZ_SSTT01000003.1	275208	275984	+	777	1047
gene-FAZ85_RS25795	NZ_SSTT01000003.1	276224	276307	+	84	180
gene-FAZ85_RS04645	NZ_SSTT01000003.1	276329	276991	+	663	828
gene-FAZ85_RS04650	NZ_SSTT01000003.1	276995	277378	+	384	545
gene-FAZ85_RS04655	NZ_SSTT01000003.1	277525	277893	+	369	647
gene-FAZ85_RS04660	NZ_SSTT01000003.1	277931	278236	+	306	458
gene-FAZ85_RS04665	NZ_SSTT01000003.1	278239	278643	+	405	368
gene-FAZ85_RS04670	NZ_SSTT01000003.1	278633	278932	+	300	351
gene-FAZ85_RS04675	NZ_SSTT01000003.1	279118	279510	+	393	576
gene-FAZ85_RS04680	NZ_SSTT01000003.1	279580	280566	+	987	1450
gene-FAZ85_RS04685	NZ_SSTT01000003.1	280859	281224	+	366	580
gene-FAZ85_RS04690	NZ_SSTT01000003.1	281466	281822	+	357	390
gene-FAZ85_RS04695	NZ_SSTT01000003.1	281873	282769	-	897	882
gene-FAZ85_RS04700	NZ_SSTT01000003.1	282874	283575	+	702	862
gene-FAZ85_RS04705	NZ_SSTT01000003.1	283598	283762	+	165	186
gene-FAZ85_RS04710	NZ_SSTT01000003.1	283974	285284	-	1311	1212
gene-FAZ85_RS04715	NZ_SSTT01000003.1	285312	286643	-	1332	1906
gene-FAZ85_RS04720	NZ_SSTT01000003.1	286918	288282	-	1365	1624
gene-FAZ85_RS04725	NZ_SSTT01000003.1	288354	288743	-	390	474
gene-FAZ85_RS04730	NZ_SSTT01000003.1	288757	291051	-	2295	2640
gene-FAZ85_RS04735	NZ_SSTT01000003.1	291085	292293	-	1209	1914
gene-FAZ85_RS04740	NZ_SSTT01000003.1	292319	293650	-	1332	2247
gene-FAZ85_RS04745	NZ_SSTT01000003.1	293672	294661	-	990	1884
gene-FAZ85_RS04750	NZ_SSTT01000003.1	294760	295698	-	939	1974
gene-FAZ85_RS25800	NZ_SSTT01000003.1	296013	296231	+	219	475
gene-FAZ85_RS04760	NZ_SSTT01000003.1	296487	297026	+	540	1007
gene-FAZ85_RS04765	NZ_SSTT01000003.1	297048	298235	+	1188	1187
gene-FAZ85_RS04775	NZ_SSTT01000003.1	299145	300290	-	1146	1201
gene-FAZ85_RS04780	NZ_SSTT01000003.1	300387	301277	-	891	975
gene-FAZ85_RS04785	NZ_SSTT01000003.1	301307	302077	-	771	909
gene-FAZ85_RS04790	NZ_SSTT01000003.1	302093	303427	-	1335	1996
gene-FAZ85_RS04795	NZ_SSTT01000003.1	303802	305373	+	1572	1687
gene-FAZ85_RS04800	NZ_SSTT01000003.1	305522	305857	+	336	445
gene-FAZ85_RS04805	NZ_SSTT01000003.1	305857	306321	+	465	723
gene-FAZ85_RS04810	NZ_SSTT01000003.1	306376	307185	-	810	717
gene-FAZ85_RS04815	NZ_SSTT01000003.1	307434	308714	+	1281	1332
gene-FAZ85_RS04820	NZ_SSTT01000003.1	308737	309210	+	474	542
gene-FAZ85_RS04825	NZ_SSTT01000003.1	309221	310000	+	780	287
gene-FAZ85_RS04830	NZ_SSTT01000003.1	309990	310868	+	879	0
gene-FAZ85_RS04835	NZ_SSTT01000003.1	310886	311320	+	435	0
gene-FAZ85_RS04840	NZ_SSTT01000003.1	311317	312450	+	1134	506
gene-FAZ85_RS04845	NZ_SSTT01000003.1	312801	313955	+	1155	1059
gene-FAZ85_RS04850	NZ_SSTT01000003.1	313968	314828	+	861	1159
gene-FAZ85_RS04855	NZ_SSTT01000003.1	314995	315471	+	477	1080
gene-FAZ85_RS04860	NZ_SSTT01000003.1	315510	316313	+	804	1153
gene-FAZ85_RS04865	NZ_SSTT01000003.1	316303	317094	+	792	951
gene-FAZ85_RS04870	NZ_SSTT01000003.1	317095	317850	+	756	1025
gene-FAZ85_RS04875	NZ_SSTT01000003.1	318206	318549	-	344	9
gene-FAZ85_RS21430	NZ_SSTT01000030.1	152	304	+	153	161
gene-FAZ85_RS25905	NZ_SSTT01000030.1	293	352	-	60	44
gene-FAZ85_RS21435	NZ_SSTT01000030.1	492	704	-	213	400
gene-FAZ85_RS21440	NZ_SSTT01000030.1	985	1275	-	291	714
gene-FAZ85_RS21445	NZ_SSTT01000030.1	1709	2419	+	711	1168
gene-FAZ85_RS21450	NZ_SSTT01000030.1	2469	3443	-	975	1211
gene-FAZ85_RS21455	NZ_SSTT01000030.1	3547	4206	-	660	769
gene-FAZ85_RS21460	NZ_SSTT01000030.1	4359	6692	+	2334	2446
gene-FAZ85_RS21465	NZ_SSTT01000030.1	6661	7101	-	441	485
gene-FAZ85_RS21470	NZ_SSTT01000030.1	7098	7661	-	564	923
gene-FAZ85_RS21475	NZ_SSTT01000030.1	7819	8517	+	699	1186
gene-FAZ85_RS21480	NZ_SSTT01000030.1	8746	9954	+	1209	1882
gene-FAZ85_RS21485	NZ_SSTT01000030.1	10278	11969	+	1692	2425
gene-FAZ85_RS21500	NZ_SSTT01000030.1	13051	14658	+	1608	2513
gene-FAZ85_RS21510	NZ_SSTT01000030.1	14966	15985	+	1020	961
gene-FAZ85_RS21515	NZ_SSTT01000030.1	15995	16897	+	903	634
gene-FAZ85_RS21520	NZ_SSTT01000030.1	16908	17891	+	984	815
gene-FAZ85_RS21525	NZ_SSTT01000030.1	17888	18892	+	1005	787
gene-FAZ85_RS21530	NZ_SSTT01000030.1	18922	20193	-	1272	2386
gene-FAZ85_RS21540	NZ_SSTT01000030.1	20669	20776	+	108	0
gene-FAZ85_RS21550	NZ_SSTT01000030.1	21152	21259	+	108	1
gene-FAZ85_RS21560	NZ_SSTT01000030.1	21635	21742	+	108	10
gene-FAZ85_RS21570	NZ_SSTT01000030.1	22118	22225	+	108	0
gene-FAZ85_RS21575	NZ_SSTT01000030.1	22312	23991	-	1680	1766
gene-FAZ85_RS21580	NZ_SSTT01000030.1	23988	24179	-	192	193
gene-FAZ85_RS21585	NZ_SSTT01000030.1	24176	25747	-	1572	2411
gene-FAZ85_RS21590	NZ_SSTT01000030.1	26020	26208	+	189	299
gene-FAZ85_RS21595	NZ_SSTT01000030.1	26220	26972	+	753	783
gene-FAZ85_RS21600	NZ_SSTT01000030.1	26969	29587	+	2619	2615
gene-FAZ85_RS21605	NZ_SSTT01000030.1	29598	31937	+	2340	2431
gene-FAZ85_RS21610	NZ_SSTT01000030.1	31944	33050	+	1107	985
gene-FAZ85_RS21615	NZ_SSTT01000030.1	33032	36505	+	3474	2471
gene-FAZ85_RS21620	NZ_SSTT01000030.1	36587	38575	+	1989	2597
gene-FAZ85_RS21625	NZ_SSTT01000030.1	38758	40044	+	1287	1778
gene-FAZ85_RS21630	NZ_SSTT01000030.1	40265	41761	+	1497	1581
gene-FAZ85_RS21635	NZ_SSTT01000030.1	41857	42786	-	930	770
gene-FAZ85_RS21640	NZ_SSTT01000030.1	43018	43785	+	768	958
gene-FAZ85_RS21645	NZ_SSTT01000030.1	43855	45915	+	2061	2371
gene-FAZ85_RS21650	NZ_SSTT01000030.1	46149	47471	-	1323	1130
gene-FAZ85_RS21655	NZ_SSTT01000030.1	47882	48895	-	1014	1162
gene-FAZ85_RS21660	NZ_SSTT01000030.1	48944	49843	-	900	1185
gene-FAZ85_RS21665	NZ_SSTT01000030.1	50363	50965	+	603	1081
gene-FAZ85_RS21670	NZ_SSTT01000030.1	51016	52665	-	1650	2003
gene-FAZ85_RS21675	NZ_SSTT01000030.1	53070	54467	+	1398	2440
gene-FAZ85_RS21680	NZ_SSTT01000030.1	54678	54997	+	320	324
gene-FAZ85_RS21690	NZ_SSTT01000031.1	239	1042	+	804	1100
gene-FAZ85_RS21695	NZ_SSTT01000031.1	1039	1953	-	915	1523
gene-FAZ85_RS21700	NZ_SSTT01000031.1	2194	2994	+	801	1088
gene-FAZ85_RS21710	NZ_SSTT01000031.1	3072	3841	+	770	827
gene-FAZ85_RS21715	NZ_SSTT01000031.1	3889	5247	-	1359	1822
gene-FAZ85_RS21720	NZ_SSTT01000031.1	5319	6074	-	756	1581
gene-FAZ85_RS21725	NZ_SSTT01000031.1	6108	6830	+	723	1128
gene-FAZ85_RS21730	NZ_SSTT01000031.1	6827	7294	-	468	682
gene-FAZ85_RS21735	NZ_SSTT01000031.1	7359	8090	+	732	1147
gene-FAZ85_RS21745	NZ_SSTT01000031.1	8626	9411	+	786	1543
gene-FAZ85_RS21750	NZ_SSTT01000031.1	9548	10027	-	480	696
gene-FAZ85_RS21755	NZ_SSTT01000031.1	10037	10951	-	915	459
gene-FAZ85_RS21760	NZ_SSTT01000031.1	10995	11477	-	483	0
gene-FAZ85_RS21765	NZ_SSTT01000031.1	11501	12853	-	1353	1
gene-FAZ85_RS21770	NZ_SSTT01000031.1	12864	14726	-	1863	3
gene-FAZ85_RS21775	NZ_SSTT01000031.1	14698	17754	+	3057	58
gene-FAZ85_RS21780	NZ_SSTT01000031.1	17766	18215	+	450	0
gene-FAZ85_RS21785	NZ_SSTT01000031.1	18476	19612	+	1137	2408
gene-FAZ85_RS21790	NZ_SSTT01000031.1	19654	20424	-	771	874
gene-FAZ85_RS21795	NZ_SSTT01000031.1	20605	21051	+	447	634
gene-FAZ85_RS21800	NZ_SSTT01000031.1	21094	23538	-	2445	2100
gene-FAZ85_RS21805	NZ_SSTT01000031.1	23778	24356	+	579	818
gene-FAZ85_RS21810	NZ_SSTT01000031.1	24562	25329	+	768	834
gene-FAZ85_RS21815	NZ_SSTT01000031.1	25300	26040	-	741	754
gene-FAZ85_RS21820	NZ_SSTT01000031.1	26332	27090	+	759	441
gene-FAZ85_RS21825	NZ_SSTT01000031.1	27266	27763	+	498	656
gene-FAZ85_RS21830	NZ_SSTT01000031.1	28081	29799	-	1719	1078
gene-FAZ85_RS21835	NZ_SSTT01000031.1	29765	30550	+	786	726
gene-FAZ85_RS21840	NZ_SSTT01000031.1	30621	31676	+	1056	940
gene-FAZ85_RS21845	NZ_SSTT01000031.1	31673	32125	+	453	408
gene-FAZ85_RS21850	NZ_SSTT01000031.1	32444	32650	+	207	149
